PRISM Time Series Data
Location:  Lat: 40.7514   Lon: -112.3389   Elev: 1281m
"Climate variables: ppt,tmean"
Spatial resolution: 4km
Period: 1895-01 - 2022-10
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2022-Nov-16
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmean (degrees C)
1926-01,14.35,-2.0
1926-02,29.70,3.0
1926-03,16.65,6.5
1926-04,42.49,12.3
1926-05,50.75,15.7
1926-06,5.05,22.4
1926-07,34.12,25.0
1926-08,28.97,23.8
1926-09,23.00,16.4
1926-10,11.37,11.8
1926-11,41.83,7.2
1926-12,21.95,-1.4
1927-01,19.08,-0.3
1927-02,49.32,3.1
1927-03,44.84,5.1
1927-04,50.42,9.4
1927-05,36.77,13.4
1927-06,24.61,21.0
1927-07,10.58,25.6
1927-08,15.44,22.9
1927-09,38.87,17.3
1927-10,32.81,12.0
1927-11,56.25,8.1
1927-12,19.32,-2.2
1928-01,11.30,-2.1
1928-02,15.72,1.1
1928-03,46.97,7.4
1928-04,24.83,8.8
1928-05,34.80,17.2
1928-06,19.87,18.5
1928-07,9.98,25.3
1928-08,3.73,23.4
1928-09,3.59,18.7
1928-10,42.41,11.4
1928-11,45.88,4.5
1928-12,13.72,-2.9
1929-01,24.03,-3.3
1929-02,24.29,-2.9
1929-03,44.16,5.2
1929-04,75.22,8.7
1929-05,10.08,14.9
1929-06,22.72,19.6
1929-07,14.70,26.0
1929-08,23.30,25.0
1929-09,60.03,15.9
1929-10,17.39,11.7
1929-11,4.71,2.7
1929-12,12.88,3.5
1930-01,36.77,-5.2
1930-02,28.11,3.8
1930-03,28.57,6.3
1930-04,33.45,13.7
1930-05,46.19,13.6
1930-06,11.09,19.9
1930-07,23.76,25.4
1930-08,68.58,23.9
1930-09,47.34,17.9
1930-10,40.46,9.8
1930-11,33.96,1.3
1930-12,4.32,-5.7
1931-01,7.37,-5.3
1931-02,13.69,1.3
1931-03,19.87,5.1
1931-04,31.49,11.0
1931-05,27.33,15.6
1931-06,3.75,23.2
1931-07,17.18,26.9
1931-08,14.82,24.7
1931-09,12.86,17.8
1931-10,18.98,12.8
1931-11,40.76,2.0
1931-12,33.88,-3.5
1932-01,30.49,-5.7
1932-02,26.92,-0.8
1932-03,35.71,4.4
1932-04,56.72,9.9
1932-05,14.67,15.4
1932-06,34.02,19.6
1932-07,18.20,24.2
1932-08,46.66,23.8
1932-09,0.00,18.1
1932-10,19.65,10.4
1932-11,13.62,5.9
1932-12,27.32,-6.0
1933-01,30.45,-2.1
1933-02,15.40,-6.0
1933-03,21.33,4.1
1933-04,40.40,8.3
1933-05,69.00,12.2
1933-06,1.04,23.7
1933-07,10.03,26.9
1933-08,8.60,23.4
1933-09,9.61,19.2
1933-10,10.68,14.1
1933-11,13.95,5.5
1933-12,20.98,3.4
1934-01,23.23,1.4
1934-02,29.58,5.5
1934-03,7.72,9.6
1934-04,10.72,14.1
1934-05,2.43,19.9
1934-06,15.81,20.4
1934-07,20.30,26.5
1934-08,17.74,25.3
1934-09,16.26,17.0
1934-10,18.54,13.0
1934-11,55.78,6.0
1934-12,26.37,-0.0
1935-01,8.28,-0.0
1935-02,16.87,2.7
1935-03,26.64,4.5
1935-04,62.01,9.9
1935-05,69.15,12.9
1935-06,2.39,21.2
1935-07,5.45,26.2
1935-08,15.46,24.9
1935-09,9.31,20.0
1935-10,6.46,10.8
1935-11,20.66,2.1
1935-12,18.12,-0.1
1936-01,35.43,-1.5
1936-02,59.89,0.6
1936-03,33.88,4.5
1936-04,23.09,12.0
1936-05,14.47,17.2
1936-06,39.15,22.3
1936-07,40.28,26.3
1936-08,28.96,24.4
1936-09,9.27,17.0
1936-10,42.62,11.1
1936-11,28.29,3.1
1936-12,40.53,0.9
1937-01,34.28,-9.7
1937-02,35.36,-1.4
1937-03,28.84,4.8
1937-04,38.30,8.6
1937-05,35.06,16.5
1937-06,8.28,19.6
1937-07,43.62,25.8
1937-08,10.44,24.7
1937-09,25.51,20.8
1937-10,37.19,12.9
1937-11,23.39,6.7
1937-12,29.93,2.4
1938-01,14.82,2.1
1938-02,29.45,3.5
1938-03,70.23,5.1
1938-04,38.71,10.7
1938-05,54.98,13.6
1938-06,12.40,21.4
1938-07,14.24,24.1
1938-08,17.26,24.3
1938-09,9.56,20.2
1938-10,51.27,12.5
1938-11,37.81,0.8
1938-12,24.54,1.2
1939-01,24.58,-0.5
1939-02,25.44,-3.5
1939-03,19.92,5.4
1939-04,27.10,12.0
1939-05,27.68,16.8
1939-06,21.77,19.2
1939-07,8.27,25.2
1939-08,7.98,24.2
1939-09,32.79,18.1
1939-10,35.57,11.3
1939-11,0.82,6.9
1939-12,9.94,3.1
1940-01,59.35,0.1
1940-02,41.34,4.1
1940-03,30.61,7.8
1940-04,47.03,10.9
1940-05,4.08,18.0
1940-06,10.79,22.6
1940-07,6.96,27.1
1940-08,3.66,25.4
1940-09,52.19,19.0
1940-10,40.27,13.1
1940-11,34.53,2.8
1940-12,32.35,0.4
1941-01,23.00,-0.3
1941-02,40.49,3.2
1941-03,39.69,7.0
1941-04,77.24,8.6
1941-05,33.98,16.3
1941-06,46.86,19.1
1941-07,28.51,24.7
1941-08,29.59,23.5
1941-09,18.55,15.6
1941-10,68.55,9.8
1941-11,29.63,4.4
1941-12,45.31,1.7
1942-01,29.98,-5.3
1942-02,25.40,-2.9
1942-03,30.60,2.1
1942-04,40.87,10.8
1942-05,49.47,12.4
1942-06,12.40,18.9
1942-07,15.63,26.2
1942-08,8.63,24.1
1942-09,16.77,18.2
1942-10,23.15,12.1
1942-11,47.54,5.2
1942-12,20.88,0.9
1943-01,18.37,-0.0
1943-02,29.09,1.5
1943-03,24.48,5.1
1943-04,27.05,13.9
1943-05,23.79,14.5
1943-06,63.06,18.6
1943-07,14.72,25.0
1943-08,23.19,24.9
1943-09,1.89,19.6
1943-10,52.43,12.9
1943-11,9.57,5.1
1943-12,22.54,0.5
1944-01,32.09,-5.8
1944-02,18.57,-0.6
1944-03,52.43,2.9
1944-04,93.30,8.5
1944-05,38.24,15.7
1944-06,62.65,17.7
1944-07,4.44,24.5
1944-08,0.00,23.7
1944-09,9.39,18.5
1944-10,10.71,14.0
1944-11,46.90,4.0
1944-12,17.58,-0.2
1945-01,8.98,0.6
1945-02,37.73,2.5
1945-03,44.86,4.1
1945-04,40.90,7.5
1945-05,37.47,15.7
1945-06,64.11,16.7
1945-07,11.92,24.9
1945-08,66.38,24.1
1945-09,23.75,16.6
1945-10,20.30,13.1
1945-11,50.98,3.7
1945-12,30.94,-0.9
1946-01,19.83,-2.7
1946-02,3.34,1.1
1946-03,43.73,6.8
1946-04,41.15,12.9
1946-05,57.32,14.6
1946-06,2.50,21.2
1946-07,12.27,25.8
1946-08,23.09,24.6
1946-09,5.75,17.7
1946-10,105.67,8.6
1946-11,47.54,3.8
1946-12,41.24,3.0
1947-01,21.50,-4.4
1947-02,16.89,3.5
1947-03,22.12,7.3
1947-04,55.23,9.4
1947-05,42.87,17.3
1947-06,58.02,18.0
1947-07,3.57,25.3
1947-08,43.48,23.4
1947-09,36.37,18.5
1947-10,45.39,13.3
1947-11,42.94,2.0
1947-12,22.04,-0.8
1948-01,10.48,-0.8
1948-02,17.41,0.7
1948-03,41.62,2.2
1948-04,46.27,10.0
1948-05,14.72,15.1
1948-06,42.12,20.4
1948-07,6.28,24.4
1948-08,22.41,24.4
1948-09,10.43,18.9
1948-10,24.19,12.0
1948-11,34.04,2.2
1948-12,49.45,-2.9
1949-01,45.35,-10.3
1949-02,14.90,-4.0
1949-03,45.44,5.9
1949-04,19.12,12.3
1949-05,74.27,15.9
1949-06,26.61,19.6
1949-07,10.14,24.8
1949-08,10.98,24.7
1949-09,15.38,19.4
1949-10,58.61,9.1
1949-11,21.04,7.3
1949-12,36.99,-0.5
1950-01,36.02,-2.4
1950-02,20.97,2.2
1950-03,23.83,5.1
1950-04,21.36,9.7
1950-05,48.49,12.6
1950-06,7.88,19.1
1950-07,16.91,23.5
1950-08,1.36,22.8
1950-09,25.11,17.3
1950-10,15.62,14.5
1950-11,56.44,5.5
1950-12,19.81,2.2
1951-01,31.61,-0.5
1951-02,10.97,2.4
1951-03,30.64,4.0
1951-04,63.85,11.4
1951-05,36.61,15.7
1951-06,8.49,19.3
1951-07,31.01,25.4
1951-08,48.92,24.4
1951-09,3.54,19.1
1951-10,37.20,11.3
1951-11,44.06,3.3
1951-12,52.77,-1.2
1952-01,45.07,-1.6
1952-02,22.14,-0.6
1952-03,71.42,1.8
1952-04,35.99,11.7
1952-05,28.33,16.9
1952-06,22.74,21.7
1952-07,8.27,25.2
1952-08,23.10,26.2
1952-09,1.79,21.3
1952-10,0.00,14.9
1952-11,23.42,2.6
1952-12,17.01,0.6
1953-01,52.55,4.5
1953-02,6.51,2.8
1953-03,17.37,7.2
1953-04,68.23,8.7
1953-05,43.78,12.4
1953-06,15.60,19.4
1953-07,17.26,27.1
1953-08,14.43,24.5
1953-09,2.76,20.8
1953-10,13.77,12.8
1953-11,18.12,7.9
1953-12,17.25,-0.5
1954-01,21.35,0.5
1954-02,7.31,1.9
1954-03,36.10,4.1
1954-04,14.32,12.4
1954-05,30.08,17.3
1954-06,38.58,19.0
1954-07,21.14,25.9
1954-08,16.94,22.8
1954-09,24.19,18.6
1954-10,21.32,10.7
1954-11,36.92,6.5
1954-12,14.58,-0.5
1955-01,27.39,-5.2
1955-02,23.41,-3.3
1955-03,6.46,3.0
1955-04,32.71,8.1
1955-05,23.61,15.2
1955-06,40.62,19.7
1955-07,11.91,25.3
1955-08,25.01,25.7
1955-09,30.11,18.0
1955-10,18.62,12.5
1955-11,39.35,2.4
1955-12,20.22,3.2
1956-01,53.16,2.1
1956-02,18.17,-2.5
1956-03,0.52,6.0
1956-04,34.78,10.6
1956-05,54.81,16.4
1956-06,8.03,21.3
1956-07,12.17,25.7
1956-08,1.55,22.9
1956-09,3.31,19.0
1956-10,37.61,11.8
1956-11,15.67,1.3
1956-12,30.45,-1.2
1957-01,23.83,-3.4
1957-02,12.31,4.3
1957-03,45.15,6.3
1957-04,79.91,9.1
1957-05,92.85,13.4
1957-06,48.54,20.5
1957-07,7.78,26.6
1957-08,20.97,24.8
1957-09,7.83,17.5
1957-10,18.83,11.3
1957-11,32.95,1.9
1957-12,25.22,1.0
1958-01,15.02,-1.0
1958-02,33.93,5.3
1958-03,44.62,4.5
1958-04,47.76,8.6
1958-05,11.41,19.4
1958-06,2.88,23.1
1958-07,1.55,25.5
1958-08,10.02,26.2
1958-09,11.07,19.5
1958-10,0.00,13.5
1958-11,37.35,4.2
1958-12,5.19,2.2
1959-01,27.61,0.9
1959-02,35.50,2.3
1959-03,21.02,5.8
1959-04,33.97,11.5
1959-05,48.03,13.8
1959-06,33.88,23.0
1959-07,4.95,26.4
1959-08,36.01,24.7
1959-09,57.55,17.2
1959-10,7.24,11.8
1959-11,1.22,4.3
1959-12,24.55,-0.6
1960-01,26.66,-3.4
1960-02,26.05,-1.0
1960-03,38.12,6.0
1960-04,32.53,11.1
1960-05,15.80,15.3
1960-06,7.64,22.8
1960-07,4.26,27.9
1960-08,14.00,24.1
1960-09,20.27,20.7
1960-10,32.93,12.3
1960-11,40.21,5.7
1960-12,10.03,-0.6
1961-01,0.00,-1.2
1961-02,25.69,3.5
1961-03,36.73,5.8
1961-04,17.34,10.1
1961-05,15.95,16.3
1961-06,3.54,24.7
1961-07,16.41,27.5
1961-08,31.59,26.1
1961-09,45.14,15.8
1961-10,41.53,10.7
1961-11,32.29,2.3
1961-12,24.40,-0.7
1962-01,22.41,-5.1
1962-02,36.26,0.1
1962-03,39.95,3.2
1962-04,64.77,12.4
1962-05,55.80,15.2
1962-06,20.75,21.0
1962-07,22.33,25.2
1962-08,2.71,24.0
1962-09,10.38,19.5
1962-10,19.21,14.0
1962-11,10.95,6.5
1962-12,3.22,-1.0
1963-01,11.85,-5.1
1963-02,16.96,5.0
1963-03,36.64,5.2
1963-04,101.06,7.4
1963-05,7.25,16.7
1963-06,56.65,18.4
1963-07,2.29,25.9
1963-08,9.33,26.2
1963-09,50.08,19.9
1963-10,28.69,15.3
1963-11,45.70,4.8
1963-12,15.74,-3.1
1964-01,20.82,-4.0
1964-02,8.39,-2.9
1964-03,41.97,1.3
1964-04,67.35,8.3
1964-05,69.33,14.6
1964-06,87.31,18.8
1964-07,2.67,25.9
1964-08,6.64,22.6
1964-09,6.58,17.1
1964-10,10.92,13.3
1964-11,38.23,3.8
1964-12,69.64,2.1
1965-01,23.98,0.9
1965-02,15.76,1.2
1965-03,9.80,3.5
1965-04,48.56,10.7
1965-05,47.87,13.1
1965-06,39.75,18.9
1965-07,27.29,24.9
1965-08,43.73,22.5
1965-09,52.03,14.7
1965-10,11.55,13.0
1965-11,37.53,7.9
1965-12,30.53,-0.7
1966-01,7.64,-0.8
1966-02,22.78,-0.8
1966-03,19.98,5.7
1966-04,26.56,9.4
1966-05,31.22,18.4
1966-06,2.05,22.2
1966-07,6.82,27.6
1966-08,7.25,24.4
1966-09,24.20,19.7
1966-10,34.01,10.0
1966-11,25.69,6.2
1966-12,27.49,-1.1
1967-01,40.89,-0.9
1967-02,11.84,2.7
1967-03,35.04,6.9
1967-04,54.68,7.7
1967-05,61.97,13.8
1967-06,71.46,17.8
1967-07,13.80,26.5
1967-08,5.70,25.6
1967-09,23.34,18.8
1967-10,28.72,11.8
1967-11,11.79,6.5
1967-12,32.94,-3.0
1968-01,9.10,-3.7
1968-02,43.59,3.7
1968-03,46.90,7.3
1968-04,71.12,7.6
1968-05,59.39,14.9
1968-06,40.46,20.8
1968-07,15.14,26.8
1968-08,82.13,21.4
1968-09,8.81,17.2
1968-10,43.52,11.6
1968-11,23.40,4.0
1968-12,37.73,-1.2
1969-01,46.46,0.8
1969-02,54.27,0.1
1969-03,5.58,3.9
1969-04,41.55,10.8
1969-05,3.69,18.4
1969-06,64.70,18.8
1969-07,15.74,25.4
1969-08,8.62,26.6
1969-09,8.58,21.1
1969-10,56.00,8.8
1969-11,14.33,4.7
1969-12,24.98,0.6
1970-01,31.79,1.4
1970-02,12.81,4.4
1970-03,18.13,5.1
1970-04,56.34,7.1
1970-05,29.52,15.5
1970-06,45.23,21.1
1970-07,18.72,25.4
1970-08,11.18,26.3
1970-09,52.65,15.6
1970-10,39.80,9.2
1970-11,55.13,5.9
1970-12,51.50,-0.9
1971-01,21.07,0.1
1971-02,43.04,1.8
1971-03,15.50,4.8
1971-04,59.56,9.6
1971-05,31.24,14.6
1971-06,27.33,20.0
1971-07,7.09,25.2
1971-08,40.69,25.6
1971-09,26.72,16.4
1971-10,77.18,8.9
1971-11,34.34,3.2
1971-12,48.97,-2.8
1972-01,15.41,-1.0
1972-02,4.41,2.8
1972-03,20.07,8.7
1972-04,79.70,9.5
1972-05,2.41,16.1
1972-06,12.19,21.8
1972-07,1.74,25.0
1972-08,8.95,23.7
1972-09,32.90,16.7
1972-10,75.12,12.0
1972-11,39.36,4.1
1972-12,39.34,-4.4
1973-01,33.84,-6.2
1973-02,19.98,-0.1
1973-03,59.20,5.0
1973-04,47.63,8.6
1973-05,34.58,16.2
1973-06,13.35,20.7
1973-07,33.37,24.3
1973-08,16.09,24.2
1973-09,66.36,16.3
1973-10,14.65,11.9
1973-11,53.65,4.8
1973-12,35.94,1.4
1974-01,31.86,-1.9
1974-02,19.72,0.5
1974-03,20.44,7.7
1974-04,82.96,9.4
1974-05,7.32,15.5
1974-06,4.93,23.0
1974-07,10.23,26.0
1974-08,2.00,23.4
1974-09,0.54,18.3
1974-10,41.52,12.3
1974-11,32.67,5.7
1974-12,22.47,-0.1
1975-01,25.05,-2.3
1975-02,14.59,1.8
1975-03,67.60,4.9
1975-04,55.98,6.6
1975-05,70.28,12.4
1975-06,47.86,18.6
1975-07,16.40,25.9
1975-08,7.26,22.6
1975-09,6.33,17.9
1975-10,53.15,11.0
1975-11,33.70,2.6
1975-12,18.77,0.1
1976-01,15.32,-1.7
1976-02,47.82,0.8
1976-03,28.13,2.8
1976-04,51.27,9.2
1976-05,24.79,16.8
1976-06,22.68,19.2
1976-07,17.04,25.5
1976-08,21.57,21.8
1976-09,13.08,18.6
1976-10,16.19,10.0
1976-11,5.20,5.9
1976-12,1.50,-1.2
1977-01,14.68,-2.7
1977-02,11.65,1.8
1977-03,34.92,3.7
1977-04,14.06,12.2
1977-05,101.41,13.1
1977-06,4.32,23.1
1977-07,32.49,25.0
1977-08,40.36,23.7
1977-09,30.22,18.0
1977-10,24.31,13.2
1977-11,15.33,6.0
1977-12,21.50,3.7
1978-01,42.87,2.0
1978-02,40.81,3.9
1978-03,72.82,8.8
1978-04,85.72,10.5
1978-05,29.42,14.4
1978-06,2.69,21.2
1978-07,1.00,24.8
1978-08,33.24,24.0
1978-09,59.17,17.3
1978-10,0.00,13.7
1978-11,55.83,3.5
1978-12,25.72,-2.4
1979-01,27.83,-5.5
1979-02,24.03,0.1
1979-03,32.08,6.4
1979-04,19.48,10.5
1979-05,30.09,16.3
1979-06,8.04,22.1
1979-07,11.22,26.7
1979-08,18.50,23.9
1979-09,0.67,20.4
1979-10,44.82,13.1
1979-11,20.95,2.6
1979-12,8.10,0.3
1980-01,71.44,0.4
1980-02,54.64,1.9
1980-03,56.29,5.1
1980-04,25.00,11.6
1980-05,89.20,13.9
1980-06,18.29,19.5
1980-07,17.59,25.5
1980-08,12.07,23.6
1980-09,25.04,18.6
1980-10,49.10,11.3
1980-11,33.76,5.1
1980-12,16.52,0.9
1981-01,12.20,-0.6
